ID,UUID,Language,Hardware_Model,SDK_Version,Manufacture,Screen_Size,Time_Zone,Date_Time,Country_Code,Num_of_CPU_Cores,Location,Location_lat,Location_long,Button,Touch_Pressure,Touch_Size,X_Coordinate,Y_Coordinate,X_Precision,Y_Precision,Action_Type,Action_Timestamp,HR_Timestamp
48,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,t,0.512499988079071,0.20000001788139343,491.0,953.0,1.0,1.0,Down,37092727,2017-05-15 20:36:26
49,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,t,0.3499999940395355,0.20000001788139343,490.0,953.0,1.0,1.0,Down,37092727,2017-05-15 20:36:26
50,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,t,0.3499999940395355,0.20000001788139343,490.0,953.0,1.0,1.0,Up,37092768,2017-05-15 20:36:26
51,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,i,0.625,0.3333333432674408,772.0,946.0,1.0,1.0,Down,37093192,2017-05-15 20:36:26
52,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,i,0.625,0.3333333432674408,772.0,946.0,1.0,1.0,Up,37093267,2017-05-15 20:36:26
53,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,e,0.6000000238418579,0.3333333432674408,296.0,972.0,1.0,1.0,Down,37093633,2017-05-15 20:36:26
54,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,e,0.6000000238418579,0.3333333432674408,296.0,972.0,1.0,1.0,Up,37093674,2017-05-15 20:36:26
55,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,NUMBERS,0.6000000238418579,0.3333333432674408,142.0,1368.0,1.0,1.0,Down,37094299,2017-05-15 20:36:26
56,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,LETTERS,0.6000000238418579,0.3333333432674408,142.0,1368.0,1.0,1.0,Up,37094348,2017-05-15 20:36:26
57,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,5,0.612500011920929,0.3333333432674408,509.0,931.0,1.0,1.0,Down,37094831,2017-05-15 20:36:26
